CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|NOMBRE_DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|CASILLA|NUM_ACTA_IMPRESO|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PES|RSP|FXM|CI|PAN-PRI-PRD|PAN-PRI|PAN-PRD|PRI-PRD|PVEM-PT-MORENA|PVEM-PT|PVEM-MORENA|PT-MORENA|CANDIDATO/A NO REGISTRADO/A|VOTOS NULOS|TOTAL_VOTOS_CALCULADOS|LISTA_NOMINAL|OBSERVACIONES|MECANISMOS_TRASLADO|FECHA_HORA|MUNICIPIO
160806C0800'|160806C080097484|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|8|C|0|Urbana|2|25|21|37|6|33|11|189|6|8|9|0|2|0|0|0|0|0|0|0|0|7|354|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:16|LÁZARO CÁRDENAS
160806C0800'|160806C080097484|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|8|C|0|Urbana|2|25|21|37|6|33|11|189|6|8|9|0|2|0|0|0|0|0|0|0|0|7|354|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:16|LÁZARO CÁRDENAS
160806C0800'|160806C080097484|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|8|C|0|Urbana|2|25|21|37|6|33|11|189|6|8|9|0|2|0|0|0|0|0|0|0|0|7|354|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:16|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0700'|160806C070094389|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|7|C|0|Urbana|2|27|23|41|17|28|13|172|5|7|9|0|1|1|0|0|0|0|0|0|0|14|358|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:39|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0600'|160806C060097483|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|6|C|0|Urbana|2|34|20|41|12|36|10|165|9|9|11|0|1|0|0|1|0|0|0|0|0|4|353|727|Cotejo (Levantada en Casilla)|I|09/06/2021 16:06:28|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0500'|160806C050094388|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|5|C|0|Urbana|2|27|32|49|18|48|11|164|2|7|1|0|0|0|0|0|0|0|0|0|0|17|376|727|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:02|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0400'|160806C040094387|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|4|C|0|Urbana|2|24|16|40|17|44|17|161|4|6|4|0|2|1|0|1|0|0|0|0|0|7|344|727|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:48|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0300'|160806C030094386|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|3|C|0|Urbana|2|24|29|31|15|43|11|142|5|5|11|0|1|0|0|1|0|0|0|0|0|11|329|728|Recuento (Para recuento (SRA))|I|10/06/2021 03:06:34|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160806C0200'|160806C020092863|16|MICHOACï¿½N|1|LAZARO CARDENAS|806|2|C|0|Urbana|2|33|29|46|25|40|13|178|4|10|8|0|0|0|0|1|0|0|0|0|1|4|392|728|Recuento (Para recuento (SRA))|I|09/06/2021 23:06:04|LÁZARO CÁRDENAS
160807B0100'|160807B010095709|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|1|B|0|Urbana|2|28|22|31|21|26|12|171|7|9|11|0|0|0|0|1|0|0|0|0|1|7|347|687|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:23|LÁZARO CÁRDENAS
160807B0100'|160807B010095709|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|1|B|0|Urbana|2|28|22|31|21|26|12|171|7|9|11|0|0|0|0|1|0|0|0|0|1|7|347|687|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:23|LÁZARO CÁRDENAS
160807B0100'|160807B010095709|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|1|B|0|Urbana|2|28|22|31|21|26|12|171|7|9|11|0|0|0|0|1|0|0|0|0|1|7|347|687|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:23|LÁZARO CÁRDENAS
160807B0100'|160807B010095709|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|1|B|0|Urbana|2|28|22|31|21|26|12|171|7|9|11|0|0|0|0|1|0|0|0|0|1|7|347|687|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:23|LÁZARO CÁRDENAS
160807B0100'|160807B010095709|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|1|B|0|Urbana|2|28|22|31|21|26|12|171|7|9|11|0|0|0|0|1|0|0|0|0|1|7|347|687|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:23|LÁZARO CÁRDENAS
160807B0100'|160807B010095709|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|1|B|0|Urbana|2|28|22|31|21|26|12|171|7|9|11|0|0|0|0|1|0|0|0|0|1|7|347|687|Recuento (Para recuento (SRA))|I|10/06/2021 00:06:23|LÁZARO CÁRDENAS
160807C0500'|160807C050097490|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|5|C|0|Urbana|2|34|26|30|16|41|8|187|2|8|9|0|0|0|0|1|0|0|0|0|0|10|372|686|Recuento (Para recuento (SRA))|I|10/06/2021 02:06:48|LÁZARO CÁRDENAS
160807C0500'|160807C050097490|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|5|C|0|Urbana|2|34|26|30|16|41|8|187|2|8|9|0|0|0|0|1|0|0|0|0|0|10|372|686|Recuento (Para recuento (SRA))|I|10/06/2021 02:06:48|LÁZARO CÁRDENAS
160807C0500'|160807C050097490|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|5|C|0|Urbana|2|34|26|30|16|41|8|187|2|8|9|0|0|0|0|1|0|0|0|0|0|10|372|686|Recuento (Para recuento (SRA))|I|10/06/2021 02:06:48|LÁZARO CÁRDENAS
160807C0500'|160807C050097490|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|5|C|0|Urbana|2|34|26|30|16|41|8|187|2|8|9|0|0|0|0|1|0|0|0|0|0|10|372|686|Recuento (Para recuento (SRA))|I|10/06/2021 02:06:48|LÁZARO CÁRDENAS
160807C0500'|160807C050097490|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|5|C|0|Urbana|2|34|26|30|16|41|8|187|2|8|9|0|0|0|0|1|0|0|0|0|0|10|372|686|Recuento (Para recuento (SRA))|I|10/06/2021 02:06:48|LÁZARO CÁRDENAS
160807C0500'|160807C050097490|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|5|C|0|Urbana|2|34|26|30|16|41|8|187|2|8|9|0|0|0|0|1|0|0|0|0|0|10|372|686|Recuento (Para recuento (SRA))|I|10/06/2021 02:06:48|LÁZARO CÁRDENAS
160807C0100'|160807C010097487|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|1|C|0|Urbana|2|26|26|33|13|25|19|187|4|5|11|0|2|0|1|1|0|0|0|0|0|17|370|687|Recuento (Para recuento (SRA))|I|10/06/2021 02:06:23|LÁZARO CÁRDENAS
160807C0100'|160807C010097487|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|1|C|0|Urbana|2|26|26|33|13|25|19|187|4|5|11|0|2|0|1|1|0|0|0|0|0|17|370|687|Recuento (Para recuento (SRA))|I|10/06/2021 02:06:23|LÁZARO CÁRDENAS
160807C0100'|160807C010097487|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|1|C|0|Urbana|2|26|26|33|13|25|19|187|4|5|11|0|2|0|1|1|0|0|0|0|0|17|370|687|Recuento (Para recuento (SRA))|I|10/06/2021 02:06:23|LÁZARO CÁRDENAS
160807C0100'|160807C010097487|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|1|C|0|Urbana|2|26|26|33|13|25|19|187|4|5|11|0|2|0|1|1|0|0|0|0|0|17|370|687|Recuento (Para recuento (SRA))|I|10/06/2021 02:06:23|LÁZARO CÁRDENAS
160807C0100'|160807C010097487|16|MICHOACï¿½N|1|LAZARO CARDENAS|807|1|C|0|Urbana|2|26|26|33|13|25|19|187|4|5|11|0|2|0|1|1|0|0|0|0|0|17|370|687|Recuento (Para recuento (SRA))|I|10/06/2021 02:06:23|LÁZARO CÁRDENAS
