CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|NOMBRE_DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|CASILLA|NUM_ACTA_IMPRESO|PAN|PRI|PRD|PVEM|PT|MOVIMIENTO CIUDADANO|NUEVA ALIANZA|MORENA|ENCUENTRO SOCIAL|PAN_PRD_MC|PAN_PRD|PAN_MC|PRD_MC|PRI_PVEM_NA|PRI_PVEM|PRI_NA|PVEM_NA|PT_MORENA_PES|PT_MORENA|PT_PES|MORENA_PES|CAND_IND_01|CAND_IND_02|CNR|VN|TOTAL_VOTOS_CALCULADOS|LISTA_NOMINAL|OBSERVACIONES|MECANISMOS_TRASLADO|FECHA_HORA|MUNICIPIO
162443C0100'|162443C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|1|C|0|Urbana|6|46|47|6|35|40|13|4|106|9|0|1|0|0|0|0|0|0|0|3|0|3|0|0|0|4|317|609|Recuento (Para recuento (SRA))|I|06/07/18 04:50:26.978000|ZAMORA
162443C0100'|162443C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|1|C|0|Urbana|6|46|47|6|35|40|13|4|106|9|0|1|0|0|0|0|0|0|0|3|0|3|0|0|0|4|317|609|Recuento (Para recuento (SRA))|I|06/07/18 04:50:26.978000|ZAMORA
162443C0200'|162443C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|2|C|0|Urbana|6|53|36|9|38|30|27|8|99|4|1|0|0|0|0|0|0|0|4|3|0|0|0|0|0|17|329|609|Cotejo (Levantada en Casilla)|I|05/07/18 16:24:04.749000|ZAMORA
162443C0200'|162443C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|2|C|0|Urbana|6|53|36|9|38|30|27|8|99|4|1|0|0|0|0|0|0|0|4|3|0|0|0|0|0|17|329|609|Cotejo (Levantada en Casilla)|I|05/07/18 16:24:04.749000|ZAMORA
162443C0200'|162443C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|2|C|0|Urbana|6|53|36|9|38|30|27|8|99|4|1|0|0|0|0|0|0|0|4|3|0|0|0|0|0|17|329|609|Cotejo (Levantada en Casilla)|I|05/07/18 16:24:04.749000|ZAMORA
162443C0200'|162443C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|2|C|0|Urbana|6|53|36|9|38|30|27|8|99|4|1|0|0|0|0|0|0|0|4|3|0|0|0|0|0|17|329|609|Cotejo (Levantada en Casilla)|I|05/07/18 16:24:04.749000|ZAMORA
162443C0200'|162443C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|2|C|0|Urbana|6|53|36|9|38|30|27|8|99|4|1|0|0|0|0|0|0|0|4|3|0|0|0|0|0|17|329|609|Cotejo (Levantada en Casilla)|I|05/07/18 16:24:04.749000|ZAMORA
162443C0300'|162443C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|3|C|0|Urbana|6|61|33|8|26|34|12|9|102|5|1|0|0|0|0|0|0|0|0|5|0|2|0|0|0|15|313|609|Cotejo (Levantada en Casilla)|I|05/07/18 16:26:36.690000|ZAMORA
162443C0300'|162443C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|3|C|0|Urbana|6|61|33|8|26|34|12|9|102|5|1|0|0|0|0|0|0|0|0|5|0|2|0|0|0|15|313|609|Cotejo (Levantada en Casilla)|I|05/07/18 16:26:36.690000|ZAMORA
162443C0300'|162443C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|3|C|0|Urbana|6|61|33|8|26|34|12|9|102|5|1|0|0|0|0|0|0|0|0|5|0|2|0|0|0|15|313|609|Cotejo (Levantada en Casilla)|I|05/07/18 16:26:36.690000|ZAMORA
162443C0300'|162443C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|3|C|0|Urbana|6|61|33|8|26|34|12|9|102|5|1|0|0|0|0|0|0|0|0|5|0|2|0|0|0|15|313|609|Cotejo (Levantada en Casilla)|I|05/07/18 16:26:36.690000|ZAMORA
162443C0300'|162443C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2443|3|C|0|Urbana|6|61|33|8|26|34|12|9|102|5|1|0|0|0|0|0|0|0|0|5|0|2|0|0|0|15|313|609|Cotejo (Levantada en Casilla)|I|05/07/18 16:26:36.690000|ZAMORA
162444B0100'|162444B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2444|1|B|0|Urbana|6|29|47|25|30|28|14|1|75|5|0|0|0|0|0|0|0|0|4|3|0|0|0|0|0|19|280|566|Recuento (Para recuento (SRA))|I|06/07/18 00:47:02.118000|ZAMORA
162444B0100'|162444B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2444|1|B|0|Urbana|6|29|47|25|30|28|14|1|75|5|0|0|0|0|0|0|0|0|4|3|0|0|0|0|0|19|280|566|Recuento (Para recuento (SRA))|I|06/07/18 00:47:02.118000|ZAMORA
162444C0100'|162444C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2444|1|C|0|Urbana|6|28|66|14|20|21|13|4|51|3|2|0|0|0|0|0|0|0|5|4|0|1|0|0|0|16|248|565|Cotejo (Levantada en Casilla)|I|05/07/18 16:29:36.755000|ZAMORA
162444C0100'|162444C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2444|1|C|0|Urbana|6|28|66|14|20|21|13|4|51|3|2|0|0|0|0|0|0|0|5|4|0|1|0|0|0|16|248|565|Cotejo (Levantada en Casilla)|I|05/07/18 16:29:36.755000|ZAMORA
162445B0100'|162445B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|B|0|Urbana|6|73|62|6|28|25|22|3|96|2|4|1|1|0|0|0|0|0|7|3|0|1|0|0|0|21|355|715|Recuento (Para recuento (SRA))|I|06/07/18 01:23:23.692000|ZAMORA
162445B0100'|162445B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|B|0|Urbana|6|73|62|6|28|25|22|3|96|2|4|1|1|0|0|0|0|0|7|3|0|1|0|0|0|21|355|715|Recuento (Para recuento (SRA))|I|06/07/18 01:23:23.692000|ZAMORA
162445B0100'|162445B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|B|0|Urbana|6|73|62|6|28|25|22|3|96|2|4|1|1|0|0|0|0|0|7|3|0|1|0|0|0|21|355|715|Recuento (Para recuento (SRA))|I|06/07/18 01:23:23.692000|ZAMORA
162445B0100'|162445B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|B|0|Urbana|6|73|62|6|28|25|22|3|96|2|4|1|1|0|0|0|0|0|7|3|0|1|0|0|0|21|355|715|Recuento (Para recuento (SRA))|I|06/07/18 01:23:23.692000|ZAMORA
162445B0100'|162445B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|B|0|Urbana|6|73|62|6|28|25|22|3|96|2|4|1|1|0|0|0|0|0|7|3|0|1|0|0|0|21|355|715|Recuento (Para recuento (SRA))|I|06/07/18 01:23:23.692000|ZAMORA
162445B0100'|162445B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|B|0|Urbana|6|73|62|6|28|25|22|3|96|2|4|1|1|0|0|0|0|0|7|3|0|1|0|0|0|21|355|715|Recuento (Para recuento (SRA))|I|06/07/18 01:23:23.692000|ZAMORA
162445B0100'|162445B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|B|0|Urbana|6|73|62|6|28|25|22|3|96|2|4|1|1|0|0|0|0|0|7|3|0|1|0|0|0|21|355|715|Recuento (Para recuento (SRA))|I|06/07/18 01:23:23.692000|ZAMORA
162445B0100'|162445B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|B|0|Urbana|6|73|62|6|28|25|22|3|96|2|4|1|1|0|0|0|0|0|7|3|0|1|0|0|0|21|355|715|Recuento (Para recuento (SRA))|I|06/07/18 01:23:23.692000|ZAMORA
162445C0100'|162445C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|C|0|Urbana|6|76|66|9|35|40|19|3|104|4|1|1|0|0|0|0|0|0|4|3|0|2|0|0|1|18|386|715|Recuento (Para recuento (SRA))|I|06/07/18 00:48:52.248000|ZAMORA
162445C0100'|162445C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|C|0|Urbana|6|76|66|9|35|40|19|3|104|4|1|1|0|0|0|0|0|0|4|3|0|2|0|0|1|18|386|715|Recuento (Para recuento (SRA))|I|06/07/18 00:48:52.248000|ZAMORA
162445C0100'|162445C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|C|0|Urbana|6|76|66|9|35|40|19|3|104|4|1|1|0|0|0|0|0|0|4|3|0|2|0|0|1|18|386|715|Recuento (Para recuento (SRA))|I|06/07/18 00:48:52.248000|ZAMORA
162445C0100'|162445C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|C|0|Urbana|6|76|66|9|35|40|19|3|104|4|1|1|0|0|0|0|0|0|4|3|0|2|0|0|1|18|386|715|Recuento (Para recuento (SRA))|I|06/07/18 00:48:52.248000|ZAMORA
162445C0100'|162445C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|C|0|Urbana|6|76|66|9|35|40|19|3|104|4|1|1|0|0|0|0|0|0|4|3|0|2|0|0|1|18|386|715|Recuento (Para recuento (SRA))|I|06/07/18 00:48:52.248000|ZAMORA
162445C0100'|162445C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|C|0|Urbana|6|76|66|9|35|40|19|3|104|4|1|1|0|0|0|0|0|0|4|3|0|2|0|0|1|18|386|715|Recuento (Para recuento (SRA))|I|06/07/18 00:48:52.248000|ZAMORA
162445C0100'|162445C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|C|0|Urbana|6|76|66|9|35|40|19|3|104|4|1|1|0|0|0|0|0|0|4|3|0|2|0|0|1|18|386|715|Recuento (Para recuento (SRA))|I|06/07/18 00:48:52.248000|ZAMORA
162445C0100'|162445C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|1|C|0|Urbana|6|76|66|9|35|40|19|3|104|4|1|1|0|0|0|0|0|0|4|3|0|2|0|0|1|18|386|715|Recuento (Para recuento (SRA))|I|06/07/18 00:48:52.248000|ZAMORA
162445C0400'|162445C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|4|C|0|Urbana|6|63|59|17|28|35|24|4|115|9|1|0|0|0|0|0|0|0|3|2|0|0|0|0|1|17|378|714|Recuento (Para recuento (SRA))|I|06/07/18 01:05:50.724000|ZAMORA
162445C0400'|162445C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|4|C|0|Urbana|6|63|59|17|28|35|24|4|115|9|1|0|0|0|0|0|0|0|3|2|0|0|0|0|1|17|378|714|Recuento (Para recuento (SRA))|I|06/07/18 01:05:50.724000|ZAMORA
162445C0400'|162445C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|4|C|0|Urbana|6|63|59|17|28|35|24|4|115|9|1|0|0|0|0|0|0|0|3|2|0|0|0|0|1|17|378|714|Recuento (Para recuento (SRA))|I|06/07/18 01:05:50.724000|ZAMORA
162445C0400'|162445C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|4|C|0|Urbana|6|63|59|17|28|35|24|4|115|9|1|0|0|0|0|0|0|0|3|2|0|0|0|0|1|17|378|714|Recuento (Para recuento (SRA))|I|06/07/18 01:05:50.724000|ZAMORA
162445C0400'|162445C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|4|C|0|Urbana|6|63|59|17|28|35|24|4|115|9|1|0|0|0|0|0|0|0|3|2|0|0|0|0|1|17|378|714|Recuento (Para recuento (SRA))|I|06/07/18 01:05:50.724000|ZAMORA
162445C0400'|162445C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|4|C|0|Urbana|6|63|59|17|28|35|24|4|115|9|1|0|0|0|0|0|0|0|3|2|0|0|0|0|1|17|378|714|Recuento (Para recuento (SRA))|I|06/07/18 01:05:50.724000|ZAMORA
162445C0400'|162445C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|4|C|0|Urbana|6|63|59|17|28|35|24|4|115|9|1|0|0|0|0|0|0|0|3|2|0|0|0|0|1|17|378|714|Recuento (Para recuento (SRA))|I|06/07/18 01:05:50.724000|ZAMORA
162445C0400'|162445C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|4|C|0|Urbana|6|63|59|17|28|35|24|4|115|9|1|0|0|0|0|0|0|0|3|2|0|0|0|0|1|17|378|714|Recuento (Para recuento (SRA))|I|06/07/18 01:05:50.724000|ZAMORA
162445C0300'|162445C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|3|C|0|Urbana|6|77|32|12|25|21|24|5|126|11|0|0|1|0|0|0|0|0|4|2|0|1|0|0|1|8|350|715|Recuento (Para recuento (SRA))|I|06/07/18 00:58:59.558000|ZAMORA
162445C0300'|162445C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|3|C|0|Urbana|6|77|32|12|25|21|24|5|126|11|0|0|1|0|0|0|0|0|4|2|0|1|0|0|1|8|350|715|Recuento (Para recuento (SRA))|I|06/07/18 00:58:59.558000|ZAMORA
162445C0300'|162445C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|3|C|0|Urbana|6|77|32|12|25|21|24|5|126|11|0|0|1|0|0|0|0|0|4|2|0|1|0|0|1|8|350|715|Recuento (Para recuento (SRA))|I|06/07/18 00:58:59.558000|ZAMORA
162445C0300'|162445C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|3|C|0|Urbana|6|77|32|12|25|21|24|5|126|11|0|0|1|0|0|0|0|0|4|2|0|1|0|0|1|8|350|715|Recuento (Para recuento (SRA))|I|06/07/18 00:58:59.558000|ZAMORA
162445C0300'|162445C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|3|C|0|Urbana|6|77|32|12|25|21|24|5|126|11|0|0|1|0|0|0|0|0|4|2|0|1|0|0|1|8|350|715|Recuento (Para recuento (SRA))|I|06/07/18 00:58:59.558000|ZAMORA
162445C0300'|162445C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|3|C|0|Urbana|6|77|32|12|25|21|24|5|126|11|0|0|1|0|0|0|0|0|4|2|0|1|0|0|1|8|350|715|Recuento (Para recuento (SRA))|I|06/07/18 00:58:59.558000|ZAMORA
162445C0300'|162445C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|3|C|0|Urbana|6|77|32|12|25|21|24|5|126|11|0|0|1|0|0|0|0|0|4|2|0|1|0|0|1|8|350|715|Recuento (Para recuento (SRA))|I|06/07/18 00:58:59.558000|ZAMORA
162445C0300'|162445C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|3|C|0|Urbana|6|77|32|12|25|21|24|5|126|11|0|0|1|0|0|0|0|0|4|2|0|1|0|0|1|8|350|715|Recuento (Para recuento (SRA))|I|06/07/18 00:58:59.558000|ZAMORA
162445C0200'|162445C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|2|C|0|Urbana|6|59|55|8|18|31|16|5|99|6|0|0|0|0|0|0|0|0|1|5|0|0|0|0|0|14|317|715|Recuento (Para recuento (SRA))|I|06/07/18 01:01:25.204000|ZAMORA
162445C0200'|162445C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|2|C|0|Urbana|6|59|55|8|18|31|16|5|99|6|0|0|0|0|0|0|0|0|1|5|0|0|0|0|0|14|317|715|Recuento (Para recuento (SRA))|I|06/07/18 01:01:25.204000|ZAMORA
162445C0200'|162445C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|2|C|0|Urbana|6|59|55|8|18|31|16|5|99|6|0|0|0|0|0|0|0|0|1|5|0|0|0|0|0|14|317|715|Recuento (Para recuento (SRA))|I|06/07/18 01:01:25.204000|ZAMORA
162445C0200'|162445C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|2|C|0|Urbana|6|59|55|8|18|31|16|5|99|6|0|0|0|0|0|0|0|0|1|5|0|0|0|0|0|14|317|715|Recuento (Para recuento (SRA))|I|06/07/18 01:01:25.204000|ZAMORA
162445C0200'|162445C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|2|C|0|Urbana|6|59|55|8|18|31|16|5|99|6|0|0|0|0|0|0|0|0|1|5|0|0|0|0|0|14|317|715|Recuento (Para recuento (SRA))|I|06/07/18 01:01:25.204000|ZAMORA
162445C0200'|162445C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|2|C|0|Urbana|6|59|55|8|18|31|16|5|99|6|0|0|0|0|0|0|0|0|1|5|0|0|0|0|0|14|317|715|Recuento (Para recuento (SRA))|I|06/07/18 01:01:25.204000|ZAMORA
162445C0200'|162445C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|2|C|0|Urbana|6|59|55|8|18|31|16|5|99|6|0|0|0|0|0|0|0|0|1|5|0|0|0|0|0|14|317|715|Recuento (Para recuento (SRA))|I|06/07/18 01:01:25.204000|ZAMORA
162445C0200'|162445C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2445|2|C|0|Urbana|6|59|55|8|18|31|16|5|99|6|0|0|0|0|0|0|0|0|1|5|0|0|0|0|0|14|317|715|Recuento (Para recuento (SRA))|I|06/07/18 01:01:25.204000|ZAMORA
162446B0100'|162446B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2446|1|B|0|Urbana|6|81|72|6|22|18|11|2|86|5|1|1|0|0|0|0|0|0|0|4|0|1|0|0|0|15|325|468|Recuento (Para recuento (SRA))|I|06/07/18 01:36:59.928000|ZAMORA
162446B0100'|162446B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2446|1|B|0|Urbana|6|81|72|6|22|18|11|2|86|5|1|1|0|0|0|0|0|0|0|4|0|1|0|0|0|15|325|468|Recuento (Para recuento (SRA))|I|06/07/18 01:36:59.928000|ZAMORA
162446C0100'|162446C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2446|1|C|0|Urbana|6|87|77|8|22|22|11|3|72|6|1|0|0|0|0|0|0|0|0|1|0|1|0|0|0|9|320|467|Recuento (Para recuento (SRA))|I|06/07/18 01:37:56.140000|ZAMORA
162446C0100'|162446C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2446|1|C|0|Urbana|6|87|77|8|22|22|11|3|72|6|1|0|0|0|0|0|0|0|0|1|0|1|0|0|0|9|320|467|Recuento (Para recuento (SRA))|I|06/07/18 01:37:56.140000|ZAMORA
162447B0100'|162447B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|1|B|0|Urbana|6|59|63|13|27|38|29|6|98|7|1|1|1|0|0|0|0|0|5|1|0|1|0|0|0|11|361|667|Recuento (Para recuento (SRA))|I|06/07/18 01:15:37.506000|ZAMORA
162447B0100'|162447B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|1|B|0|Urbana|6|59|63|13|27|38|29|6|98|7|1|1|1|0|0|0|0|0|5|1|0|1|0|0|0|11|361|667|Recuento (Para recuento (SRA))|I|06/07/18 01:15:37.506000|ZAMORA
162447B0100'|162447B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|1|B|0|Urbana|6|59|63|13|27|38|29|6|98|7|1|1|1|0|0|0|0|0|5|1|0|1|0|0|0|11|361|667|Recuento (Para recuento (SRA))|I|06/07/18 01:15:37.506000|ZAMORA
162447B0100'|162447B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|1|B|0|Urbana|6|59|63|13|27|38|29|6|98|7|1|1|1|0|0|0|0|0|5|1|0|1|0|0|0|11|361|667|Recuento (Para recuento (SRA))|I|06/07/18 01:15:37.506000|ZAMORA
162447C0100'|162447C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|1|C|0|Urbana|6|55|54|13|30|19|34|1|99|8|2|1|2|0|0|0|0|0|5|4|0|0|0|0|0|12|339|667|Recuento (Para recuento (SRA))|I|06/07/18 01:31:10.878000|ZAMORA
162447C0100'|162447C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|1|C|0|Urbana|6|55|54|13|30|19|34|1|99|8|2|1|2|0|0|0|0|0|5|4|0|0|0|0|0|12|339|667|Recuento (Para recuento (SRA))|I|06/07/18 01:31:10.878000|ZAMORA
162447C0100'|162447C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|1|C|0|Urbana|6|55|54|13|30|19|34|1|99|8|2|1|2|0|0|0|0|0|5|4|0|0|0|0|0|12|339|667|Recuento (Para recuento (SRA))|I|06/07/18 01:31:10.878000|ZAMORA
162447C0100'|162447C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|1|C|0|Urbana|6|55|54|13|30|19|34|1|99|8|2|1|2|0|0|0|0|0|5|4|0|0|0|0|0|12|339|667|Recuento (Para recuento (SRA))|I|06/07/18 01:31:10.878000|ZAMORA
162447C0200'|162447C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|2|C|0|Urbana|6|72|55|10|21|23|28|6|113|8|0|1|0|0|0|0|0|0|4|4|0|0|0|0|0|19|364|667|Recuento (Para recuento (SRA))|I|06/07/18 01:22:12.866000|ZAMORA
162447C0200'|162447C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|2|C|0|Urbana|6|72|55|10|21|23|28|6|113|8|0|1|0|0|0|0|0|0|4|4|0|0|0|0|0|19|364|667|Recuento (Para recuento (SRA))|I|06/07/18 01:22:12.866000|ZAMORA
162447C0200'|162447C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|2|C|0|Urbana|6|72|55|10|21|23|28|6|113|8|0|1|0|0|0|0|0|0|4|4|0|0|0|0|0|19|364|667|Recuento (Para recuento (SRA))|I|06/07/18 01:22:12.866000|ZAMORA
162447C0200'|162447C020006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|2|C|0|Urbana|6|72|55|10|21|23|28|6|113|8|0|1|0|0|0|0|0|0|4|4|0|0|0|0|0|19|364|667|Recuento (Para recuento (SRA))|I|06/07/18 01:22:12.866000|ZAMORA
162447C0300'|162447C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|3|C|0|Urbana|6|72|53|12|29|27|27|2|99|12|1|2|1|1|0|0|0|0|1|3|0|0|0|0|0|20|362|667|Recuento (Para recuento (SRA))|I|06/07/18 01:25:03.697000|ZAMORA
162447C0300'|162447C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|3|C|0|Urbana|6|72|53|12|29|27|27|2|99|12|1|2|1|1|0|0|0|0|1|3|0|0|0|0|0|20|362|667|Recuento (Para recuento (SRA))|I|06/07/18 01:25:03.697000|ZAMORA
162447C0300'|162447C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|3|C|0|Urbana|6|72|53|12|29|27|27|2|99|12|1|2|1|1|0|0|0|0|1|3|0|0|0|0|0|20|362|667|Recuento (Para recuento (SRA))|I|06/07/18 01:25:03.697000|ZAMORA
162447C0300'|162447C030006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2447|3|C|0|Urbana|6|72|53|12|29|27|27|2|99|12|1|2|1|1|0|0|0|0|1|3|0|0|0|0|0|20|362|667|Recuento (Para recuento (SRA))|I|06/07/18 01:25:03.697000|ZAMORA
162448B0100'|162448B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|1|B|0|Urbana|6|21|35|5|33|23|14|0|67|8|1|1|0|0|0|0|0|0|0|1|0|5|0|0|1|23|238|617|Recuento (Para recuento (SRA))|I|06/07/18 01:33:40.455000|ZAMORA
162448B0100'|162448B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|1|B|0|Urbana|6|21|35|5|33|23|14|0|67|8|1|1|0|0|0|0|0|0|0|1|0|5|0|0|1|23|238|617|Recuento (Para recuento (SRA))|I|06/07/18 01:33:40.455000|ZAMORA
162448B0100'|162448B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|1|B|0|Urbana|6|21|35|5|33|23|14|0|67|8|1|1|0|0|0|0|0|0|0|1|0|5|0|0|1|23|238|617|Recuento (Para recuento (SRA))|I|06/07/18 01:33:40.455000|ZAMORA
162448B0100'|162448B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|1|B|0|Urbana|6|21|35|5|33|23|14|0|67|8|1|1|0|0|0|0|0|0|0|1|0|5|0|0|1|23|238|617|Recuento (Para recuento (SRA))|I|06/07/18 01:33:40.455000|ZAMORA
162448B0100'|162448B010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|1|B|0|Urbana|6|21|35|5|33|23|14|0|67|8|1|1|0|0|0|0|0|0|0|1|0|5|0|0|1|23|238|617|Recuento (Para recuento (SRA))|I|06/07/18 01:33:40.455000|ZAMORA
162448C0100'|162448C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|1|C|0|Urbana|6|14|37|9|29|18|15|4|74|4|0|1|0|0|0|0|0|0|4|0|0|0|0|0|1|19|229|617|Recuento (Para recuento (SRA))|I|06/07/18 01:35:58.061000|ZAMORA
162448C0100'|162448C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|1|C|0|Urbana|6|14|37|9|29|18|15|4|74|4|0|1|0|0|0|0|0|0|4|0|0|0|0|0|1|19|229|617|Recuento (Para recuento (SRA))|I|06/07/18 01:35:58.061000|ZAMORA
162448C0100'|162448C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|1|C|0|Urbana|6|14|37|9|29|18|15|4|74|4|0|1|0|0|0|0|0|0|4|0|0|0|0|0|1|19|229|617|Recuento (Para recuento (SRA))|I|06/07/18 01:35:58.061000|ZAMORA
162448C0100'|162448C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|1|C|0|Urbana|6|14|37|9|29|18|15|4|74|4|0|1|0|0|0|0|0|0|4|0|0|0|0|0|1|19|229|617|Recuento (Para recuento (SRA))|I|06/07/18 01:35:58.061000|ZAMORA
162448C0100'|162448C010006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|1|C|0|Urbana|6|14|37|9|29|18|15|4|74|4|0|1|0|0|0|0|0|0|4|0|0|0|0|0|1|19|229|617|Recuento (Para recuento (SRA))|I|06/07/18 01:35:58.061000|ZAMORA
162448C0400'|162448C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|4|C|0|Urbana|6|35|29|12|32|24|9|4|49|5|2|2|0|0|0|0|0|0|3|1|0|0|0|0|0|16|223|617|Recuento (Para recuento (SRA))|I|06/07/18 01:48:02.804000|ZAMORA
162448C0400'|162448C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|4|C|0|Urbana|6|35|29|12|32|24|9|4|49|5|2|2|0|0|0|0|0|0|3|1|0|0|0|0|0|16|223|617|Recuento (Para recuento (SRA))|I|06/07/18 01:48:02.804000|ZAMORA
162448C0400'|162448C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|4|C|0|Urbana|6|35|29|12|32|24|9|4|49|5|2|2|0|0|0|0|0|0|3|1|0|0|0|0|0|16|223|617|Recuento (Para recuento (SRA))|I|06/07/18 01:48:02.804000|ZAMORA
162448C0400'|162448C040006|16|MICHOACAN|5|ZAMORA DE HIDALGO|2448|4|C|0|Urbana|6|35|29|12|32|24|9|4|49|5|2|2|0|0|0|0|0|0|3|1|0|0|0|0|0|16|223|617|Recuento (Para recuento (SRA))|I|06/07/18 01:48:02.804000|ZAMORA
